"Species Name 
 Wilson & Reeder 2005"	Diet
Myotis_nipalensis	?
Myotis_occultus	?
Myotis_oreias	?
Myotis_oxygnathus	?
Myotis_oxyotus	?
Myotis_ozensis	?
Myotis_peninsularis	?
Myotis_pequinius	?
Myotis_planiceps	?
Myotis_pruinosus	?
Myotis_punicus	?
Myotis_ricketti	Carnivore
Myotis_ridleyi	?
Myotis_riparius	?
Myotis_rosseti	?
Myotis_ruber	Carnivore
Myotis_schaubi	?
Myotis_scotti	?
Myotis_septentrionalis	?
Myotis_sicarius	?
Myotis_siligorensis	?
Myotis_simus	Carnivore
Myotis_sodalis	Carnivore
Myotis_stalkeri	?
Myotis_thysanodes	Carnivore
Myotis_tricolor	?
Myotis_velifer	Carnivore
Myotis_vivesi	Omnivore
Myotis_volans	Carnivore
Myotis_welwitschii	?
Myotis_yesoensis	?
Myotis_yumanensis	?
Myotomys_sloggetti	?
Myotomys_unisulcatus	?
Myrmecobius_fasciatus	Carnivore
Myrmecophaga_tridactyla	Carnivore
Mysateles_garridoi	?
Mysateles_meridionalis	?
Mysateles_prehensilis	?
Mystacina_tuberculata	Omnivore
Mystromys_albicaudatus	Omnivore
Myzopoda_aurita	?
Naemorhedus_baileyi	?
Naemorhedus_caudatus	?
Naemorhedus_goral	Herbivore
Naemorhedus_griseus	?
Nandinia_binotata	Omnivore
Nanger_dama	Herbivore
Nanger_granti	Herbivore
Nanger_soemmerringii	Herbivore
Nannosciurus_melanotis	Omnivore
Nanonycteris_veldkampii	Herbivore
Napaeozapus_insignis	Omnivore
Nasalis_larvatus	Herbivore
Nasua_narica	Omnivore
Nasua_nasua	?
Nasuella_olivacea	?
Natalus_jamaicensis	?
Natalus_major	?
Natalus_primus	?
Natalus_stramineus	Carnivore
Natalus_tumidirostris	?
Neacomys_guianae	Omnivore
Neacomys_pictus	?
Neacomys_spinosus	?
Neacomys_tenuipes	?
Neamblysomus_gunningi	?
Neamblysomus_julianae	?
Necromys_amoenus	?
Necromys_benefactus	?
Necromys_lactens	?
Necromys_lasiurus	?
Necromys_lenguarum	?
Necromys_obscurus	?
Necromys_punctulatus	?
Necromys_temchuki	?
Necromys_urichi	?
Nectogale_elegans	?
Nectomys_apicalis	?
Nectomys_magdalenae	?
Nectomys_palmipes	?
Nectomys_rattus	?
Nectomys_squamipes	Omnivore
Nelsonia_goldmani	?
Nelsonia_neotomodon	?
Neodon_forresti	?
Neodon_irene	?
Neodon_juldaschi	?
Neodon_sikimensis	?
Neofelis_nebulosa	Carnivore
Neofiber_alleni	Herbivore
Neohylomys_hainanensis	?
Neomys_anomalus	Carnivore
Neomys_fodiens	Carnivore
Neomys_teres	?
Neonycteris_pusilla	?
Neophascogale_lorentzi	?
Neophoca_cinerea	?
Neophocaena_phocaenoides	Carnivore
Neopteryx_frosti	?
Neoromicia_brunneus	?
Neoromicia_capensis	?
Neoromicia_flavescens	?
Neoromicia_guineensis	?
Neoromicia_helios	?
Neoromicia_melckorum	?
Neoromicia_nanus	?
Neoromicia_rendalli	?
Neoromicia_somalicus	?
Neoromicia_tenuipinnis	?
Neoromicia_zuluensis	?
Neotetracus_sinensis	?
Neotoma_albigula	Herbivore
Neotoma_angustapalata	?
Neotoma_anthonyi	?
Neotoma_bryanti	?
Neotoma_bunkeri	?
Neotoma_chrysomelas	?
Neotoma_cinerea	Herbivore
Neotoma_devia	?
Neotoma_floridana	Herbivore
Neotoma_fuscipes	Herbivore
Neotoma_goldmani	?
Neotoma_lepida	Herbivore
Neotoma_leucodon	?
Neotoma_macrotis	?
Neotoma_magister	?
Neotoma_martinensis	?
Neotoma_mexicana	Herbivore
Neotoma_micropus	Herbivore
Neotoma_nelsoni	?
Neotoma_palatina	?
Neotoma_phenax	Herbivore
Neotoma_stephensi	Herbivore
Neotomodon_alstoni	?
Neotomys_ebriosus	?
Neotragus_batesi	Herbivore
Neotragus_moschatus	Herbivore
Neotragus_pygmaeus	Herbivore
Neovison_macrodon	?
Neovison_vison	Carnivore
Nesokia_bunnii	?
Nesokia_indica	?
Nesolagus_netscheri	?
Nesomys_audeberti	?
Nesomys_lambertoni	?
Nesomys_rufus	?
Nesoromys_ceramicus	?
Nesoryzomys_fernandinae	?
Nesoryzomys_indefessus	?
Nesoryzomys_swarthi	?
Neurotrichus_gibbsii	Omnivore
Neusticomys_monticolus	Carnivore
Neusticomys_mussoi	?
Neusticomys_oyapocki	?
Neusticomys_peruviensis	?
Neusticomys_venezuelae	Carnivore
Nilopegamys_plumbeus	?
Ningaui_ridei	Carnivore
Ningaui_timealeyi	Carnivore
Ningaui_yvonnae	Carnivore
Niviventer_andersoni	?
Niviventer_brahma	?
Niviventer_cameroni	?
Niviventer_confucianus	?
Niviventer_coninga	?
Niviventer_cremoriventer	?
Niviventer_culturatus	?
Niviventer_eha	?
Niviventer_excelsior	?
Niviventer_fraternus	?
Niviventer_fulvescens	?
Niviventer_hinpoon	?
Niviventer_langbianis	?
Niviventer_lepturus	?
Niviventer_niviventer	?
Niviventer_rapit	?
Niviventer_tenaster	?
Noctilio_albiventris	Omnivore
Noctilio_leporinus	Carnivore
Nomascus_concolor	Herbivore
Nomascus_gabriellae	?
Nomascus_hainanus	?
Nomascus_leucogenys	?
Nomascus_siki	?
Notiomys_edwardsii	?
Notiosorex_crawfordi	Carnivore
Notiosorex_evotis	?
Notomys_alexis	Omnivore
Notomys_aquilo	?
Notomys_cervinus	Omnivore
Notomys_fuscus	Herbivore
Notomys_mitchellii	Omnivore
Notopteris_macdonaldi	?
Notopteris_neocaledonica	?
Notoryctes_caurinus	?
Notoryctes_typhlops	Carnivore
Nyctalus_aviator	?
Nyctalus_azoreum	?
Nyctalus_furvus	?
Nyctalus_lasiopterus	Carnivore
Nyctalus_leisleri	Carnivore
Nyctalus_montanus	?
Nyctalus_noctula	Carnivore
Nyctalus_plancyi	?
Nyctereutes_procyonoides	?
Nycteris_arge	?
Nycteris_aurita	?
Nycteris_gambiensis	?
Nycteris_grandis	Carnivore
Nycteris_hispida	?
Nycteris_intermedia	?
Nycteris_javanica	?
Nycteris_macrotis	Carnivore
Nycteris_madagascariensis	?
Nycteris_major	?
Nycteris_nana	?
Nycteris_parisii	?
Nycteris_thebaica	Carnivore
Nycteris_tragata	?
Nycteris_vinsoni	?
Nycteris_woodi	Carnivore
Nycticebus_bengalensis	?
Nycticebus_coucang	Omnivore
Nycticebus_pygmaeus	Omnivore
Nycticeinops_schlieffeni	?
Nycticeius_aenobarbus	?
Nycticeius_cubanus	?
Nycticeius_humeralis	?
Nyctiellus_lepidus	?
Nyctimene_aello	Herbivore
Nyctimene_albiventer	Omnivore
Nyctimene_cephalotes	Herbivore
Nyctimene_certans	?
Nyctimene_cyclotis	Herbivore
Nyctimene_draconilla	?
Nyctimene_major	Herbivore
Nyctimene_malaitensis	?
Nyctimene_masalai	?
Nyctimene_minutus	?
Nyctimene_rabori	?
Nyctimene_robinsoni	Herbivore
Nyctimene_vizcaccia	Herbivore
Nyctinomops_aurispinosus	?
Nyctinomops_femorosaccus	Carnivore
Nyctinomops_laticaudatus	Carnivore
Nyctinomops_macrotis	Carnivore
Nyctomys_sumichrasti	Omnivore
Nyctophilus_arnhemensis	?
Nyctophilus_bifax	?
Nyctophilus_geoffroyi	?
Nyctophilus_gouldi	Carnivore
Nyctophilus_heran	?
Nyctophilus_microdon	?
Nyctophilus_microtis	?
Nyctophilus_timoriensis	Carnivore
Nyctophilus_walkeri	?
Ochotona_alpina	Herbivore
Ochotona_argentata	?
Ochotona_cansus	?
Ochotona_collaris	Herbivore
Ochotona_curzoniae	?
Ochotona_dauurica	Herbivore
Ochotona_erythrotis	?
Ochotona_forresti	?
Ochotona_gaoligongensis	?
Ochotona_gloveri	?
Ochotona_himalayana	?
Ochotona_huangensis	?
Ochotona_hyperborea	Herbivore
Ochotona_iliensis	?
Ochotona_koslowi	?
Ochotona_ladacensis	?
Ochotona_macrotis	?
Ochotona_muliensis	?
Ochotona_nubrica	?
Ochotona_pallasi	?
Ochotona_princeps	Herbivore
Ochotona_pusilla	?
Ochotona_roylei	?
Ochotona_rufescens	Herbivore
Ochotona_rutila	?
Ochotona_thibetana	?
Ochotona_thomasi	?
Ochotona_turuchanensis	?
Ochrotomys_nuttalli	Omnivore
Octodon_bridgesi	?
Octodon_degus	Herbivore
Octodon_lunatus	?
Octodontomys_gliroides	?
Octomys_mimax	?
Odobenus_rosmarus	Carnivore
Odocoileus_hemionus	Herbivore
Odocoileus_virginianus	Herbivore
Oecomys_auyantepui	?
Oecomys_bicolor	?
Oecomys_catherinae	?
Oecomys_cleberi	?
Oecomys_concolor	?
Oecomys_flavicans	?
Oecomys_mamorae	?
Oecomys_paricola	?
Oecomys_phaeotis	?
Oecomys_rex	?
Oecomys_roberti	?
Oecomys_rutilus	?
Oecomys_speciosus	?
Oecomys_superans	?
Oecomys_trinitatis	Omnivore
Oenomys_hypoxanthus	Herbivore
Oenomys_ornatus	?
Okapia_johnstoni	Herbivore
Olallamys_albicauda	?
Olallamys_edax	?
Oligoryzomys_andinus	?
Oligoryzomys_arenalis	?
Oligoryzomys_chacoensis	?
Oligoryzomys_delticola	?
Oligoryzomys_destructor	?
Oligoryzomys_eliurus	?
Oligoryzomys_flavescens	Omnivore
Oligoryzomys_fornesi	?
Oligoryzomys_fulvescens	?
Oligoryzomys_griseolus	?
Oligoryzomys_longicaudatus	?
Oligoryzomys_magellanicus	?
Oligoryzomys_microtis	?
Oligoryzomys_nigripes	Omnivore
Oligoryzomys_vegetus	?
Oligoryzomys_victus	?
Ommatophoca_rossii	?
Ondatra_zibethicus	Herbivore
Onychogalea_fraenata	Herbivore
Onychogalea_unguifera	Herbivore
Onychomys_arenicola	?
Onychomys_leucogaster	Omnivore
Onychomys_torridus	Carnivore
Orcaella_brevirostris	Carnivore
Orcinus_orca	Carnivore
Oreamnos_americanus	Herbivore
Oreonax_flavicauda	Herbivore
Oreotragus_oreotragus	Herbivore
Ornithorhynchus_anatinus	Carnivore
Orthogeomys_cavator	?
Orthogeomys_cherriei	?
Orthogeomys_cuniculus	?
Orthogeomys_dariensis	?
Orthogeomys_grandis	?
Orthogeomys_heterodus	?
Orthogeomys_hispidus	?
Orthogeomys_lanius	?
Orthogeomys_matagalpae	?
Orthogeomys_thaeleri	?
Orthogeomys_underwoodi	?
Orycteropus_afer	Omnivore
Oryctolagus_cuniculus	Herbivore
Oryx_beisa	?
Oryx_dammah	Herbivore
Oryx_gazella	Herbivore
Oryx_leucoryx	Herbivore
Oryzomys_albigularis	?
Oryzomys_alfaroi	?
Oryzomys_angouya	?
Oryzomys_auriventer	?
Oryzomys_balneator	?
Oryzomys_bolivaris	?
Oryzomys_caracolus	?
Oryzomys_chapmani	?
Oryzomys_couesi	Omnivore
Oryzomys_devius	?
Oryzomys_dimidiatus	?
Oryzomys_galapagoensis	?
Oryzomys_gorgasi	?
Oryzomys_hammondi	?
Oryzomys_keaysi	?
Oryzomys_lamia	?
Oryzomys_laticeps	?
Oryzomys_legatus	?
Oryzomys_levipes	?
Oryzomys_macconnelli	?
Oryzomys_megacephalus	Omnivore
Oryzomys_melanotis	?
Oryzomys_meridensis	?
Oryzomys_nitidus	?
Oryzomys_palustris	Omnivore
Oryzomys_perenensis	?
Oryzomys_polius	?
Oryzomys_rhabdops	?
Oryzomys_rostratus	?
Oryzomys_russatus	?
Oryzomys_saturatior	?
Oryzomys_subflavus	?
Oryzomys_talamancae	Omnivore
Oryzomys_xanthaeolus	?
Oryzomys_yunganus	?
Oryzorictes_hova	?
Oryzorictes_tetradactylus	?
Osgoodomys_banderanus	?
Otaria_flavescens	Carnivore
Otocyon_megalotis	?
Otolemur_crassicaudatus	Omnivore
Otolemur_garnettii	Omnivore
Otolemur_monteiri	?
Otomops_formosus	?
Otomops_madagascariensis	?
Otomops_martiensseni	?
Otomops_papuensis	Carnivore
Otomops_secundus	?
Otomops_wroughtoni	?
Otomys_anchietae	?
Otomys_angoniensis	Herbivore
Otomys_barbouri	?
Otomys_burtoni	?
Otomys_cuanzensis	?
Otomys_dartmouthi	?
Otomys_denti	?
Otomys_dollmani	?
Otomys_irroratus	Herbivore
Otomys_jacksoni	?
Otomys_lacustris	?
Otomys_laminatus	?
Otomys_maximus	?
Otomys_occidentalis	?
Otomys_orestes	?
Otomys_saundersiae	?
Otomys_tropicalis	?
Otomys_typus	?
Otomys_uzungwensis	?
Otonycteris_hemprichii	Carnivore
Otonyctomys_hatti	?
Otopteropus_cartilagonodus	?
Ototylomys_phyllotis	Herbivore
Ourebia_ourebi	Herbivore
Ovibos_moschatus	Herbivore
Ovis_ammon	Herbivore
Ovis_aries	?
Ovis_canadensis	Herbivore
Ovis_dalli	Herbivore
Ovis_nivicola	?
Oxymycterus_akodontius	?
Oxymycterus_angularis	?
Oxymycterus_dasytrichus	?
Oxymycterus_delator	?
Oxymycterus_hiska	?
Oxymycterus_hispidus	?
Oxymycterus_hucucha	?
Oxymycterus_inca	?
Oxymycterus_nasutus	?
Oxymycterus_paramensis	?
Oxymycterus_quaestor	?
Oxymycterus_roberti	?
Oxymycterus_rufus	?
Ozotoceros_bezoarticus	Herbivore
Pachyuromys_duprasi	Herbivore
Pagophilus_groenlandicus	?
Paguma_larvata	?
Palawanomys_furvus	?
Pan_paniscus	Herbivore
Pan_troglodytes	Omnivore
Panthera_leo	Carnivore
Panthera_onca	Carnivore
Panthera_pardus	Carnivore
Panthera_tigris	Carnivore
Pantholops_hodgsonii	Herbivore
Papagomys_armandvillei	?
Papio_anubis	?
Papio_cynocephalus	?
Papio_hamadryas	Herbivore
Papio_papio	?
Papio_ursinus	?
Pappogeomys_alcorni	?
Pappogeomys_bulleri	?
Paracoelops_megalotis	?
Paracrocidura_graueri	?
Paracrocidura_maxima	?
Paracrocidura_schoutedeni	?
Paracynictis_selousi	?
Paradipus_ctenodactylus	Herbivore
Paradoxurus_hermaphroditus	Omnivore
Paradoxurus_jerdoni	?
Paradoxurus_zeylonensis	?
Paraechinus_aethiopicus	?
Paraechinus_hypomelas	Carnivore
Paraechinus_micropus	Carnivore
Parahydromys_asper	?
Paraleptomys_rufilatus	?
Paraleptomys_wilhelmina	?
Paralomys_gerbillus	?
Paramelomys_levipes	?
Paramelomys_lorentzii	?
Paramelomys_mollis	?
Paramelomys_moncktoni	?
Paramelomys_naso	?
Paramelomys_platyops	?
Paramelomys_rubex	?
Paramelomys_steini	?
Paramurexia_rothschildi	?
Parantechinus_apicalis	Carnivore
Paranyctimene_raptor	Carnivore
Parascalops_breweri	Carnivore
Parascaptor_leucura	?
Paraxerus_alexandri	?
Paraxerus_boehmi	?
Paraxerus_cepapi	Omnivore
Paraxerus_cooperi	?
Paraxerus_flavovittis	?
Paraxerus_lucifer	?
Paraxerus_ochraceus	?
Paraxerus_palliatus	?
Paraxerus_poensis	Omnivore
Paraxerus_vexillarius	?
Paraxerus_vincenti	?
Pardofelis_marmorata	?
Parotomys_brantsii	?
Parotomys_littledalei	?
Paruromys_dominator	?
Pecari_tajacu	Omnivore
Pectinator_spekei	Herbivore
Pedetes_capensis	Herbivore
Pedetes_surdaster	?
Pelea_capreolus	Herbivore
Pelomys_campanae	?
Pelomys_fallax	?
Pelomys_hopkinsi	?
Pelomys_isseli	?
Pelomys_minor	?
Pentalagus_furnessi	?
Penthetor_lucasi	Herbivore
Peponocephala_electra	Carnivore
Perameles_bougainville	Omnivore
Perameles_gunnii	Omnivore
Perameles_nasuta	Omnivore
Perodicticus_potto	Omnivore
Perognathus_alticolus	Herbivore
Perognathus_amplus	?
Perognathus_fasciatus	?
Perognathus_flavescens	Herbivore
Perognathus_flavus	Herbivore
Perognathus_inornatus	Herbivore
Perognathus_longimembris	?
Perognathus_merriami	Omnivore
Perognathus_parvus	Omnivore
Peromyscus_attwateri	Omnivore
Peromyscus_aztecus	Omnivore
Peromyscus_beatae	?
Peromyscus_boylii	Omnivore
Peromyscus_bullatus	?
Peromyscus_californicus	Omnivore
Peromyscus_caniceps	?
Peromyscus_crinitus	Omnivore
Peromyscus_dickeyi	?
Peromyscus_difficilis	?
Peromyscus_eremicus	Omnivore
Peromyscus_eva	?
Peromyscus_fraterculus	?
Peromyscus_furvus	?
Peromyscus_gossypinus	?
Peromyscus_grandis	?
Peromyscus_gratus	?
Peromyscus_guardia	?
Peromyscus_guatemalensis	?
Peromyscus_gymnotis	?
Peromyscus_hooperi	?
Peromyscus_hylocetes	?
Peromyscus_interparietalis	?
Peromyscus_keeni	?
Peromyscus_leucopus	Omnivore
Peromyscus_levipes	Omnivore
Peromyscus_madrensis	?
Peromyscus_maniculatus	Omnivore
Peromyscus_mayensis	?
Peromyscus_megalops	?
Peromyscus_mekisturus	?
Peromyscus_melanocarpus	?
Peromyscus_melanophrys	Herbivore
Peromyscus_melanotis	Omnivore
Peromyscus_melanurus	?
Peromyscus_merriami	?
Peromyscus_mexicanus	Omnivore
Peromyscus_nasutus	?
Peromyscus_ochraventer	?
Peromyscus_pectoralis	Herbivore
Peromyscus_perfulvus	?
Peromyscus_polionotus	Omnivore
Peromyscus_polius	?
Peromyscus_pseudocrinitus	?
Peromyscus_sagax	?
Peromyscus_sejugis	?
Peromyscus_simulus	?
Peromyscus_slevini	?
Peromyscus_spicilegus	?
Peromyscus_stephani	?
Peromyscus_stirtoni	?
Peromyscus_truei	Omnivore
Peromyscus_winkelmanni	?
Peromyscus_yucatanicus	?
Peromyscus_zarhynchus	?
Peropteryx_kappleri	Carnivore
Peropteryx_leucoptera	?
Peropteryx_macrotis	Carnivore
Peropteryx_trinitatis	?
Peroryctes_broadbenti	?
Peroryctes_raffrayana	?
Petaurillus_emiliae	?
Petaurillus_hosei	?
Petaurillus_kinlochii	?
Petaurista_alborufus	?
Petaurista_elegans	?
Petaurista_leucogenys	Herbivore
Petaurista_magnificus	?
Petaurista_nobilis	?
Petaurista_petaurista	Herbivore
Petaurista_philippensis	?
Petaurista_xanthotis	?
Petauroides_volans	Herbivore
Petaurus_abidi	?
Petaurus_australis	Omnivore
Petaurus_biacensis	?
Petaurus_breviceps	Omnivore
Petaurus_gracilis	?
Petaurus_norfolcensis	Omnivore
Petinomys_crinitus	?
Petinomys_fuscocapillus	?
Petinomys_genibarbis	?
Petinomys_hageni	?
Petinomys_lugens	?
Petinomys_mindanensis	?
Petinomys_sagitta	?
Petinomys_setosus	?
Petinomys_vordermanni	?
Petrodromus_tetradactylus	Carnivore
Petrogale_assimilis	Herbivore
Petrogale_brachyotis	Herbivore
Petrogale_burbidgei	Herbivore
Petrogale_concinna	Herbivore
Petrogale_godmani	Herbivore
Petrogale_herberti	?
Petrogale_inornata	?
Petrogale_lateralis	Herbivore
Petrogale_penicillata	Herbivore
Petrogale_persephone	Herbivore
Petrogale_purpureicollis	?
Petrogale_rothschildi	Herbivore
Petrogale_xanthopus	Herbivore
Petromus_typicus	Herbivore
Petromyscus_barbouri	?
Petromyscus_collinus	?
Petromyscus_monticularis	?
Petromyscus_shortridgei	?
Petropseudes_dahli	Herbivore
Phacochoerus_aethiopicus	Herbivore
Phacochoerus_africanus	Herbivore
Phaenomys_ferrugineus	?
Phaiomys_leucurus	?
Phalanger_carmelitae	?
Phalanger_gymnotis	Herbivore
Phalanger_intercastellanus	?
Phalanger_lullulae	?
Phalanger_matanim	?
Phalanger_mimicus	?
Phalanger_orientalis	Herbivore
Phalanger_ornatus	?
Phalanger_sericeus	?
Phalanger_vestitus	?
Phaner_electromontis	?
Phaner_furcifer	Omnivore
Phaner_pallescens	?
Phaner_parienti	?
Pharotis_imogene	?
Phascogale_calura	?
Phascogale_tapoatafa	Carnivore
Phascolarctos_cinereus	Herbivore
Phascolosorex_doriae	?
Phascolosorex_dorsalis	?
Phascomurexia_naso	?
Phenacomys_intermedius	Herbivore
Phenacomys_ungava	?
Philander_andersoni	?
Philander_frenatus	?
Philander_mcilhennyi	?
Philander_opossum	Omnivore
Philantomba_maxwellii	Herbivore
Philantomba_monticola	Omnivore
Philetor_brachypterus	Carnivore
Phloeomys_cumingi	?
Phloeomys_pallidus	?
Phoca_largha	Carnivore
Phoca_vitulina	Carnivore
Phocarctos_hookeri	?
Phocoena_dioptrica	?
Phocoena_phocoena	Carnivore
Phocoena_sinus	Carnivore
Phocoena_spinipinnis	Carnivore
Phocoenoides_dalli	Carnivore
Phodopus_campbelli	Herbivore
Phodopus_roborovskii	Omnivore
Phodopus_sungorus	Omnivore
Phoniscus_aerosa	?
Phoniscus_atrox	?
Phoniscus_jagorii	?
Phoniscus_papuensis	Carnivore
Phylloderma_stenops	Omnivore
Phyllomys_blainvillii	Herbivore
Phyllomys_brasiliensis	?
Phyllomys_dasythrix	?
Phyllomys_lamarum	?
Phyllomys_medius	?
Phyllomys_nigrispinus	?
Phyllomys_thomasi	?
Phyllomys_unicolor	?
Phyllonycteris_aphylla	?
Phyllonycteris_poeyi	?
Phyllops_falcatus	?
Phyllostomus_discolor	Omnivore
Phyllostomus_elongatus	Carnivore
Phyllostomus_hastatus	Omnivore
Phyllostomus_latifolius	?
Phyllotis_amicus	?
Phyllotis_andium	?
Phyllotis_bonariensis	?
Phyllotis_caprinus	?
Phyllotis_darwini	?
Phyllotis_definitus	?
Phyllotis_haggardi	?
Phyllotis_limatus	?
Phyllotis_magister	?
Phyllotis_osgoodi	?
Phyllotis_osilae	?
Phyllotis_wolffsohni	?
Phyllotis_xanthopygus	Omnivore
Physeter_catodon	Carnivore
Piliocolobus_badius	?
Piliocolobus_foai	Herbivore
Piliocolobus_gordonorum	?
Piliocolobus_kirkii	?
Piliocolobus_pennantii	?
Piliocolobus_preussi	?
Piliocolobus_rufomitratus	?
Piliocolobus_tephrosceles	?
Piliocolobus_tholloni	?
Pipistrellus_abramus	?
Pipistrellus_adamsi	?
Pipistrellus_aero	?
Pipistrellus_angulatus	?
Pipistrellus_ceylonicus	?
Pipistrellus_collinus	?
Pipistrellus_coromandra	Carnivore
Pipistrellus_deserti	?
Pipistrellus_endoi	?
Pipistrellus_hesperidus	?
Pipistrellus_hesperus	?
Pipistrellus_inexspectatus	?
Pipistrellus_javanicus	?
Pipistrellus_kuhlii	Carnivore
Pipistrellus_maderensis	?
Pipistrellus_minahassae	?
Pipistrellus_nanulus	?
Pipistrellus_nathusii	Carnivore
Pipistrellus_papuanus	?
Pipistrellus_paterculus	?
Pipistrellus_permixtus	?
Pipistrellus_pipistrellus	?
Pipistrellus_pygmaeus	?
Pipistrellus_rueppellii	?
Pipistrellus_rusticus	?
Pipistrellus_stenopterus	?
Pipistrellus_subflavus	Carnivore
Pipistrellus_tenuis	Omnivore
Pipistrellus_wattsi	?
Pipistrellus_westralis	?
Pithecheir_melanurus	?
Pithecheir_parvus	?
Pithecia_aequatorialis	?
Pithecia_albicans	Herbivore
Pithecia_irrorata	?
Pithecia_monachus	?
Pithecia_pithecia	Herbivore
Plagiodontia_aedium	?
Planigale_gilesi	Carnivore
Planigale_ingrami	Carnivore
Planigale_maculata	Carnivore
Planigale_novaeguineae	?
Planigale_tenuirostris	Carnivore
Platacanthomys_lasiurus	?
Platalina_genovensium	?
Platanista_gangetica	?
Platanista_minor	?
Platymops_setiger	?
Platyrrhinus_aurarius	?
Platyrrhinus_brachycephalus	?
Platyrrhinus_chocoensis	?
Platyrrhinus_dorsalis	?
Platyrrhinus_helleri	Omnivore
Platyrrhinus_infuscus	?
Platyrrhinus_lineatus	Herbivore
Platyrrhinus_recifinus	?
Platyrrhinus_umbratus	?
Platyrrhinus_vittatus	?
Plecotus_auritus	Carnivore
Plecotus_austriacus	Carnivore
Plecotus_kolombatovici	?
Plecotus_taivanus	?
Plecotus_teneriffae	?
Plerotes_anchietae	?
Podogymnura_aureospinula	?
Podogymnura_truei	Carnivore
Podomys_floridanus	Omnivore
Podoxymys_roraimae	?
Poecilogale_albinucha	Carnivore
Poelagus_marjorita	Herbivore
Pogonomelomys_bruijni	?
Pogonomelomys_mayeri	?
Pogonomys_championi	?
Pogonomys_fergussoniensis	?
Pogonomys_loriae	?
Pogonomys_macrourus	?
Pogonomys_sylvestris	?
Poiana_leightoni	?
Poiana_richardsonii	?
Pongo_abelii	?
Pongo_pygmaeus	Omnivore
Pontoporia_blainvillei	?
Potamochoerus_larvatus	?
Potamochoerus_porcus	Omnivore
Potamogale_velox	?
Potorous_gilbertii	?
Potorous_longipes	Omnivore
Potorous_tridactylus	Omnivore
Potos_flavus	Omnivore
Praomys_daltoni	?
Praomys_delectorum	?
Praomys_derooi	?
Praomys_hartwigi	?
Praomys_jacksoni	?
Praomys_lukolelae	?
Praomys_minor	?
Praomys_misonnei	?
Praomys_morio	?
Praomys_mutoni	?
Praomys_obscurus	?
Praomys_rostratus	?
Praomys_tullbergi	Herbivore
Praomys_verschureni	?
Presbytis_chrysomelas	?
Presbytis_comata	Herbivore
Presbytis_femoralis	?
Presbytis_frontata	?
Presbytis_hosei	?
Presbytis_melalophos	Herbivore
Presbytis_natunae	?
Presbytis_potenziani	Herbivore
Presbytis_rubicunda	Herbivore
Presbytis_siamensis	?
Presbytis_thomasi	Herbivore
Priodontes_maximus	Omnivore
Prionailurus_bengalensis	Carnivore
Prionailurus_iriomotensis	?
Prionailurus_planiceps	?
Prionailurus_rubiginosus	?
Prionailurus_viverrinus	?
Prionodon_linsang	?
Prionodon_pardicolor	?
Prionomys_batesi	?
Procapra_gutturosa	Herbivore
Procapra_picticaudata	?
Procapra_przewalskii	?
Procavia_capensis	Herbivore
Procolobus_verus	Herbivore
Procyon_cancrivorus	Omnivore
Procyon_lotor	Omnivore
Procyon_pygmaeus	Omnivore
Proechimys_brevicauda	?
Proechimys_canicollis	?
Proechimys_chrysaeolus	?
Proechimys_cuvieri	?
Proechimys_decumanus	?
Proechimys_goeldii	?
Proechimys_guairae	?
Proechimys_guyannensis	?
Proechimys_hoplomyoides	?
Proechimys_longicaudatus	?
Proechimys_magdalenae	?
Proechimys_mincae	?
Proechimys_oconnelli	?
Proechimys_poliopus	?
Proechimys_quadruplicatus	?
Proechimys_roberti	?
Proechimys_semispinosus	Omnivore
Proechimys_simonsi	?
Proechimys_steerei	?
Proechimys_trinitatus	?
Proechimys_urichi	?
Proedromys_bedfordi	?
Profelis_aurata	Carnivore
Prolemur_simus	Herbivore
Prometheomys_schaposchnikowi	?
Promops_centralis	Carnivore
Promops_nasutus	Carnivore
Pronolagus_crassicaudatus	Herbivore
Pronolagus_randensis	Herbivore
Pronolagus_rupestris	Herbivore
Propithecus_coquereli	?
Propithecus_deckenii	?
Propithecus_diadema	Herbivore
Propithecus_edwardsi	?
Propithecus_perrieri	?
Propithecus_tattersalli	Herbivore
Propithecus_verreauxi	Herbivore
Prosciurillus_abstrusus	?
Prosciurillus_leucomus	?
Prosciurillus_murinus	?
Prosciurillus_rosenbergii	?
Prosciurillus_weberi	?
Proteles_cristata	Carnivore
Protochromys_fellowsi	?
Protoxerus_aubinnii	?
Protoxerus_stangeri	Herbivore
Przewalskium_albirostris	?
Psammomys_obesus	Herbivore
Psammomys_vexillaris	?
Pseudantechinus_bilarni	?
Pseudantechinus_macdonnellensis	Carnivore
Pseudantechinus_mimulus	?
Pseudantechinus_ningbing	?
Pseudantechinus_woolleyae	?
Pseudocheirus_peregrinus	Herbivore
Pseudochirops_albertisii	?
Pseudochirops_archeri	?
Pseudochirops_corinnae	?
Pseudochirops_coronatus	?
Pseudochirops_cupreus	?
Pseudochirulus_canescens	?
Pseudochirulus_caroli	?
Pseudochirulus_cinereus	?
Pseudochirulus_forbesi	Herbivore
Pseudochirulus_herbertensis	Herbivore
Pseudochirulus_larvatus	?
Pseudochirulus_mayeri	?
Pseudohydromys_ellermani	?
Pseudohydromys_fuscus	?
Pseudohydromys_murinus	?
Pseudohydromys_occidentalis	?
Pseudois_nayaur	?
Pseudois_schaeferi	?
